PROD - Regulation HedgeServerToLiquidity_Mapping,1,HedgeServerToLiquidity_Mapping,SSIS,master,"/ISSERVER ""\""\SSISDB\eToro_RegulatoryReports\eToro_RegulatoryReports_PROD\HedgeServerToLiquidity_Mapping.dtsx\"""" /SERVER ""\""AO-SSISDB-DB-LSN.trad.local\"""" /ENVREFERENCE 1 /Par ""\""$ServerOption::LOGGING_LEVEL(Int16)\"""";1 /Par ""\""$ServerOption::SYNCHRONIZED(Boolean)\"""";True /CALLERINFO SQLAGENT /REPORTING E",3,2,3,2
PROD - Regulation HedgeServerToLiquidity_Mapping,2,FAIL Check,TSQL,RegReportDB_Prod,"select * , row_number() over (partition by PackageName order by StartTime desc ) rn   into #rn from [AO-REGREP-DB-LSN].RegReportDB_Prod.[dbo].[Reg_SSIS_Log] where PackageName='HedgeServerToLiquidity_Mapping'  declare @sum int = (select sum(case when Status='Completed' then 0 else 1 end ) from #rn where rn in(1,2))  IF @sum=2 	Begin  	EXEC msdb.dbo.sp_send_dbmail    								 @recipients = 'regtech@etoro.com',   							     @body = 'The stored procedure finished with error twice.',   								 @subject = 'HedgeServerToLiquidity_Mapping Fail ' , 								 @importance ='High';      END",1,2,0,0
PROD - Regulations - ALL_NEW,1,Check If SSISDB Is Primary,TSQL,SSISDB,"IF (SELECT master.[sys].[fn_hadr_is_primary_replica] (DB_NAME())) = 0         RAISERROR('Not Primary replica, exit job', 16, 1)",3,1,0,0
PROD - Regulations - ALL_NEW,2,Report - Start,TSQL,master,"declare @Date as Date = convert(varchar,getutcdate(),121)  exec  [AO-REGREP-DB-LSN].RegReportDB_Prod.dbo.SP_Reg_SSIS_Log 'Start',@Date,'PROD - Regulations - ALL_NEW',''",3,2,0,0
PROD - Regulations - ALL_NEW,3,Disable_LogShipping,SSIS,RegReportDB_Prod,"/ISSERVER ""\""\SSISDB\eToro_RegulatoryReports\eToro_RegulatoryReports_PROD\ManageLogShipping.dtsx\"""" /SERVER ""\""AO-SSISDB-DB-LSN.trad.local\"""" /ENVREFERENCE 1 /Par ""\""$ServerOption::LOGGING_LEVEL(Int16)\"""";1 /Par ""\""$ServerOption::SYNCHRONIZED(Boolean)\"""";True /CALLERINFO SQLAGENT /REPORTING E",3,2,3,1
PROD - Regulations - ALL_NEW,4,Regulations  Inport Dictionaries,TSQL,msdb,EXEC dbo.sp_start_job N'PROD - Regulations - Inport Dictionaries',3,2,3,1
PROD - Regulations - ALL_NEW,5,Execute SSIS PreRegulation_Ext,SSIS,master,"/ISSERVER ""\""\SSISDB\eToro_RegulatoryReports\eToro_RegulatoryReports_PROD\Pre_Regulation_Ext.dtsx\"""" /SERVER ""\""AO-SSISDB-DB-LSN.trad.local\"""" /ENVREFERENCE 1 /Par ""\""$ServerOption::LOGGING_LEVEL(Int16)\"""";1 /Par ""\""$ServerOption::SYNCHRONIZED(Boolean)\"""";True /CALLERINFO SQLAGENT /REPORTING E",3,2,3,1
PROD - Regulations - ALL_NEW,6,Regulation Movments Report,TSQL,msdb," EXEC dbo.sp_start_job N'PROD - Regulations - Movments Report'",3,2,3,1
PROD - Regulations - ALL_NEW,7,Regulations ASIC Positions,TSQL,msdb,EXEC dbo.sp_start_job N'PROD - Regulations - ASIC Positions',3,2,3,1
PROD - Regulations - ALL_NEW,8,Regulations EMIR2,TSQL,msdb,EXEC dbo.sp_start_job N'PROD - Regulations - EMIR2',3,2,3,1
PROD - Regulations - ALL_NEW,9,Wait 15 minute after EMIR2 start,TSQL,RegReportDB_Prod,Begin   waitfor delay '00:15:00'   END,3,2,0,0
PROD - Regulations - ALL_NEW,10,Regulations MIFID2,TSQL,msdb,EXEC dbo.sp_start_job N'PROD - Regulations - MIFID2',3,2,3,1
PROD - Regulations - ALL_NEW,11,Regulations MIFID2 TRAX,TSQL,msdb,EXEC dbo.sp_start_job N'PROD - Regulations - MIFID2 TRAX',3,2,3,1
PROD - Regulations - ALL_NEW,12,Wait for MFID2 & ASIC Complition,TSQL,RegReportDB_Prod,"declare @IsJOBInProgress int = 1  while  @IsJOBInProgress>0 Begin  waitfor delay '00:01:00'  set @IsJOBInProgress =(select count(1) 						FROM  						(select PackageName,max(StartTime) MX_StartTime 						from [AO-REGREP-DB-LSN].RegReportDB_Prod.dbo.Reg_SSIS_Log 						where PackageName in ( 												'MIFID2', 												'ASIC_Positions_agg_trn_sym' 												) 						and  StartTime>=CAST(getutcdate() as date) 						and EndTime is NULL 						Group by PackageName 						)  aaa 						)  END",3,2,0,0
PROD - Regulations - ALL_NEW,13,Regulations AML DNB CRYPTO,TSQL,msdb,"EXEC dbo.sp_start_job N'PROD - Regulations - AML DNB CRYPTO' ",3,2,3,1
PROD - Regulations - ALL_NEW,14,Regulations ACTIMIZE,TSQL,msdb,EXEC dbo.sp_start_job N'PROD - Regulations - ACTIMIZE',3,2,3,1
PROD - Regulations - ALL_NEW,15,Regulations BestEX,TSQL,msdb,EXEC dbo.sp_start_job N'PROD - Regulations - BESTEX',3,2,3,1
